SEMMEDDB Subject Code	SEMMEDDB Subject T code	SEMMEDDB Predicate	SEMMEDDB Object Code	SEMMEDDB Object T code	Notes
		NEG_LOCATION_OF	T060	diap	Range exclusion
		NEG_LOCATION_OF	T019	cgab	Range exclusion
		NEG_LOCATION_OF	T037	inpo	Range exclusion
		NEG_LOCATION_OF	T062	resa	Range exclusion
		NEG_LOCATION_OF	T131	hops	Range exclusion
		NEG_LOCATION_OF	not_found	carb	Range exclusion
		NEG_LOCATION_OF	T031	bdsu	Range exclusion
		NEG_LOCATION_OF	not_found	lipd	Range exclusion
		NEG_LOCATION_OF	T196	elii	Range exclusion
		NEG_LOCATION_OF	T028	gngm	Range exclusion
		NEG_LOCATION_OF	T197	inch	Range exclusion
		NEG_LOCATION_OF	T005	virs	Range exclusion
		NEG_LOCATION_OF	T184	sosy	Range exclusion
		NEG_LOCATION_OF	T059	lbpr	Range exclusion
		NEG_LOCATION_OF	T061	topp	Range exclusion
		NEG_LOCATION_OF	T190	anab	Range exclusion
		NEG_LOCATION_OF	not_found	strd	Range exclusion
		NEG_LOCATION_OF	T030	bsoj	Range exclusion
		NEG_LOCATION_OF	T074	medd	Range exclusion
		NEG_LOCATION_OF	T007	bact	Range exclusion
		NEG_LOCATION_OF	T023	bpoc	Range exclusion
		NEG_LOCATION_OF	T086	nusq	Range exclusion
		NEG_LOCATION_OF	T044	moft	Range exclusion
		NEG_LOCATION_OF	T020	acab	Range exclusion
		NEG_LOCATION_OF	T040	orgf	Range exclusion
		NEG_LOCATION_OF	not_found	eico	Range exclusion
		NEG_LOCATION_OF	T029	blor	Range exclusion
		NEG_LOCATION_OF	T065	edac	Range exclusion
		NEG_LOCATION_OF	T070	npop	Range exclusion
		NEG_LOCATION_OF	T042	ortf	Range exclusion
		NEG_LOCATION_OF	T121	phsu	Range exclusion
		NEG_LOCATION_OF	T004	fngs	Range exclusion
		NEG_LOCATION_OF	T125	horm	Range exclusion
		NEG_LOCATION_OF	T057	ocac	Range exclusion
		NEG_LOCATION_OF	T026	celc	Range exclusion
		NEG_LOCATION_OF	T129	imft	Range exclusion
		NEG_LOCATION_OF	T038	biof	Range exclusion
		NEG_LOCATION_OF	T050	emod	Range exclusion
		NEG_LOCATION_OF	not_found	opco	Range exclusion
		NEG_LOCATION_OF	not_found	nsba	Range exclusion
		NEG_LOCATION_OF	not_found	rich	Range exclusion
		NEG_LOCATION_OF	T126	enzy	Range exclusion
		NEG_LOCATION_OF	T195	antb	Range exclusion
		NEG_LOCATION_OF	T063	mbrt	Range exclusion
		NEG_LOCATION_OF	T048	mobd	Range exclusion
		NEG_LOCATION_OF	T114	nnon	Range exclusion
		NEG_LOCATION_OF	T192	rcpt	Range exclusion
		NEG_LOCATION_OF	T122	bodm	Range exclusion
		NEG_LOCATION_OF	T130	irda	Range exclusion
		NEG_LOCATION_OF	T127	vita	Range exclusion
		NEG_LOCATION_OF	T170	inpr	Range exclusion
		NEG_LOCATION_OF	T168	food	Range exclusion
		NEG_LOCATION_OF	T032	orga	Range exclusion
		NEG_LOCATION_OF	T104	chvs	Range exclusion
		NEG_LOCATION_OF	T049	comd	Range exclusion
		NEG_LOCATION_OF	T018	emst	Range exclusion
		NEG_lower_than	T061	topp	Range exclusion
		NEG_lower_than	T109	orch	Range exclusion
		NEG_lower_than	T116	aapp	Range exclusion
		NEG_lower_than	T074	medd	Range exclusion
		NEG_lower_than	T121	phsu	Range exclusion
		NEG_lower_than	T123	bacs	Range exclusion
		NEG_lower_than	T028	gngm	Range exclusion
		NEG_lower_than	T195	antb	Range exclusion
		NEG_lower_than	T197	inch	Range exclusion
		NEG_lower_than	T125	horm	Range exclusion
		NEG_lower_than	T196	elii	Range exclusion
		NEG_lower_than	T131	hops	Range exclusion
		NEG_lower_than	not_found	carb	Range exclusion
		NEG_lower_than	T130	irda	Range exclusion
		NEG_lower_than	T114	nnon	Range exclusion
		NEG_lower_than	T120	chvf	Range exclusion
		NEG_lower_than	T129	imft	Range exclusion
		NEG_lower_than	T062	resa	Range exclusion
		NEG_lower_than	not_found	opco	Range exclusion
		NEG_lower_than	T104	chvs	Range exclusion
		NEG_lower_than	T200	clnd	Range exclusion
		NEG_lower_than	not_found	eico	Range exclusion
		NEG_lower_than	not_found	lipd	Range exclusion
		NEG_lower_than	not_found	nsba	Range exclusion
		NEG_lower_than	not_found	strd	Range exclusion
		NEG_lower_than	T069	eehu	Range exclusion
		NEG_lower_than	T168	food	Range exclusion
		NEG_lower_than	T103	chem	Range exclusion
		NEG_MANIFESTATION_OF	T047	dsyn	Range exclusion
		NEG_MANIFESTATION_OF	T046	patf	Range exclusion
		NEG_MANIFESTATION_OF	T191	neop	Range exclusion
		NEG_MANIFESTATION_OF	T040	orgf	Range exclusion
		NEG_MANIFESTATION_OF	T043	celf	Range exclusion
		NEG_MANIFESTATION_OF	T045	genf	Range exclusion
		NEG_MANIFESTATION_OF	T037	inpo	Range exclusion
		NEG_MANIFESTATION_OF	T042	ortf	Range exclusion
		NEG_MANIFESTATION_OF	T049	comd	Range exclusion
		NEG_MANIFESTATION_OF	T048	mobd	Range exclusion
		NEG_MANIFESTATION_OF	T039	phsf	Range exclusion
		NEG_MANIFESTATION_OF	T019	cgab	Range exclusion
		NEG_MANIFESTATION_OF	T020	acab	Range exclusion
		NEG_MANIFESTATION_OF	T190	anab	Range exclusion
		NEG_MANIFESTATION_OF	T050	emod	Range exclusion
		NEG_MANIFESTATION_OF	T038	biof	Range exclusion
		NEG_MEASUREMENT_OF	T042	ortf	Range exclusion
		NEG_MEASUREMENT_OF	T082	spco	Range exclusion
		NEG_MEASUREMENT_OF	T040	orgf	Range exclusion
		NEG_MEASUREMENT_OF	T043	celf	Range exclusion
		NEG_MEASUREMENT_OF	T039	phsf	Range exclusion
		NEG_MEASUREMENT_OF	T083	geoa	Range exclusion
		NEG_MEASUREMENT_OF	T029	blor	Range exclusion
		NEG_MEASUREMENT_OF	T030	bsoj	Range exclusion
		NEG_MEASURES	T081	qnco	Range exclusion
		NEG_MEASURES	T116	aapp	Range exclusion
		NEG_MEASURES	T047	dsyn	Range exclusion
		NEG_MEASURES	T079	tmco	Range exclusion
		NEG_MEASURES	T046	patf	Range exclusion
		NEG_MEASURES	T123	bacs	Range exclusion
		NEG_MEASURES	T109	orch	Range exclusion
		NEG_MEASURES	T042	ortf	Range exclusion
		NEG_MEASURES	T032	orga	Range exclusion
		NEG_MEASURES	T040	orgf	Range exclusion
		NEG_MEASURES	T191	neop	Range exclusion
		NEG_MEASURES	T121	phsu	Range exclusion
		NEG_MEASURES	T048	mobd	Range exclusion
		NEG_MEASURES	T070	npop	Range exclusion
		NEG_MEASURES	T031	bdsu	Range exclusion
		NEG_MEASURES	T059	lbpr	Range exclusion
		NEG_MEASURES	T043	celf	Range exclusion
		NEG_MEASURES	T045	genf	Range exclusion
		NEG_MEASURES	T049	comd	Range exclusion
		NEG_MEASURES	T131	hops	Range exclusion
		NEG_MEASURES	T034	lbtr	Range exclusion
		NEG_MEASURES	T039	phsf	Range exclusion
		NEG_MEASURES	T125	horm	Range exclusion
		NEG_MEASURES	T130	irda	Range exclusion
		NEG_MEASURES	T196	elii	Range exclusion
		NEG_MEASURES	T197	inch	Range exclusion
		NEG_MEASURES	T114	nnon	Range exclusion
		NEG_MEASURES	T104	chvs	Range exclusion
		NEG_MEASURES	T195	antb	Range exclusion
		NEG_MEASURES	not_found	carb	Range exclusion
		NEG_MEASURES	T122	bodm	Range exclusion
		NEG_MEASURES	T129	imft	Range exclusion
		NEG_MEASURES	T044	moft	Range exclusion
		NEG_MEASURES	T028	gngm	Range exclusion
		NEG_MEASURES	T038	biof	Range exclusion
		NEG_MEASURES	not_found	lipd	Range exclusion
		NEG_MEASURES	not_found	strd	Range exclusion
		NEG_MEASURES	not_found	nsba	Range exclusion
		NEG_MEASURES	not_found	eico	Range exclusion
		NEG_MEASURES	T103	chem	Range exclusion
		NEG_MEASURES	T126	enzy	Range exclusion
		NEG_MEASURES	T050	emod	Range exclusion
		NEG_MEASURES	not_found	opco	Range exclusion
		NEG_MEASURES	T192	rcpt	Range exclusion
		NEG_MEASURES	T020	acab	Range exclusion
		NEG_MEASURES	T033	fndg	Range exclusion
		NEG_MEASURES	T067	phpr	Range exclusion
		NEG_METHOD_OF	T061	topp	Range exclusion
		NEG_METHOD_OF	T060	diap	Range exclusion
		NEG_METHOD_OF	T059	lbpr	Range exclusion
		NEG_METHOD_OF	T090	ocdi	Range exclusion
		NEG_METHOD_OF	T091	bmod	Range exclusion
		NEG_METHOD_OF	T058	hlca	Range exclusion
		NEG_METHOD_OF	T063	mbrt	Range exclusion
		NEG_METHOD_OF	T116	aapp	Range exclusion
		NEG_METHOD_OF	T109	orch	Range exclusion
		NEG_METHOD_OF	T123	bacs	Range exclusion
		NEG_METHOD_OF	T125	horm	Range exclusion
		NEG_METHOD_OF	T197	inch	Range exclusion
		NEG_METHOD_OF	T121	phsu	Range exclusion
		NEG_METHOD_OF	T129	imft	Range exclusion
		NEG_METHOD_OF	not_found	lipd	Range exclusion
		NEG_METHOD_OF	T074	medd	Range exclusion
		NEG_METHOD_OF	T062	resa	Range exclusion
		NEG_METHOD_OF	T195	antb	Range exclusion
		NEG_METHOD_OF	T056	dora	Range exclusion
		NEG_METHOD_OF	T131	hops	Range exclusion
		NEG_METHOD_OF	T114	nnon	Range exclusion
		NEG_METHOD_OF	T066	mcha	Range exclusion
		NEG_OCCURS_IN	T101	podg	Range exclusion
		NEG_OCCURS_IN	T098	popg	Range exclusion
		NEG_OCCURS_IN	T100	aggp	Range exclusion
		NEG_OCCURS_IN	T096	grup	Range exclusion
		NEG_OCCURS_IN	T099	famg	Range exclusion
		NEG_OCCURS_IN	T079	tmco	Range exclusion
		NEG_OCCURS_IN	T097	prog	Range exclusion
		NEG_OCCURS_IN	T016	humn	Range exclusion
		NEG_OCCURS_IN	T191	neop	Range exclusion
		NEG_OCCURS_IN	T037	inpo	Range exclusion
		NEG_OCCURS_IN	T041	menp	Range exclusion
		NEG_OCCURS_IN	T040	orgf	Range exclusion
		NEG_PART_OF	T015	mamm	Range exclusion
		NEG_PART_OF	T025	cell	Range exclusion
		NEG_PART_OF	T016	humn	Range exclusion
		NEG_PART_OF	T191	neop	Range exclusion
		NEG_PART_OF	T116	aapp	Range exclusion
		NEG_PART_OF	T023	bpoc	Range exclusion
		NEG_PART_OF	T026	celc	Range exclusion
		NEG_PART_OF	T007	bact	Range exclusion
		NEG_PART_OF	T024	tisu	Range exclusion
		NEG_PART_OF	T005	virs	Range exclusion
		NEG_PART_OF	T001	orgm	Range exclusion
		NEG_PART_OF	T008	anim	Range exclusion
		NEG_PART_OF	T004	fngs	Range exclusion
		NEG_PART_OF	T018	emst	Range exclusion
		NEG_PART_OF	not_found	invt	Range exclusion
		NEG_PART_OF	T086	nusq	Range exclusion
		NEG_PART_OF	T029	blor	Range exclusion
		NEG_PART_OF	T013	fish	Range exclusion
		NEG_PART_OF	T028	gngm	Range exclusion
		NEG_PART_OF	T096	grup	Range exclusion
		NEG_PART_OF	T031	bdsu	Range exclusion
		NEG_PART_OF	T204	euka	Range exclusion
		NEG_PART_OF	T010	vtbt	Range exclusion
		NEG_PART_OF	T014	rept	Range exclusion
		NEG_PART_OF	T194	arch	Range exclusion
		NEG_PART_OF	T190	anab	Range exclusion
		NEG_PART_OF	T002	plnt	Range exclusion
		NEG_PART_OF	T011	amph	Range exclusion
		NEG_PART_OF	not_found	alga	Range exclusion
		NEG_PART_OF	T101	podg	Range exclusion
		NEG_PART_OF	T098	popg	Range exclusion
		NEG_PART_OF	T017	anst	Range exclusion
		NEG_PART_OF	T100	aggp	Range exclusion
		NEG_PART_OF	not_found	rich	Range exclusion
		NEG_PART_OF	T123	bacs	Range exclusion
		NEG_PART_OF	T121	phsu	Range exclusion
		NEG_PART_OF	T129	imft	Range exclusion
		NEG_PART_OF	T097	prog	Range exclusion
		NEG_PART_OF	T099	famg	Range exclusion
		NEG_PART_OF	T012	bird	Range exclusion
		NEG_PART_OF	T047	dsyn	Range exclusion
		NEG_PART_OF	T125	horm	Range exclusion
		NEG_PART_OF	T021	ffas	Range exclusion
		NEG_PART_OF	T126	enzy	Range exclusion
		NEG_PART_OF	T195	antb	Range exclusion
		NEG_PART_OF	T122	bodm	Range exclusion
		NEG_PART_OF	T131	hops	Range exclusion
		NEG_PART_OF	T114	nnon	Range exclusion
		NEG_PART_OF	not_found	nsba	Range exclusion
		NEG_PART_OF	T109	orch	Range exclusion
		NEG_PRECEDES	T061	topp	Range exclusion
		NEG_PRECEDES	T060	diap	Range exclusion
		NEG_PRECEDES	T047	dsyn	Range exclusion
		NEG_PRECEDES	T046	patf	Range exclusion
		NEG_PRECEDES	T020	acab	Range exclusion
		NEG_PRECEDES	T040	orgf	Range exclusion
		NEG_PRECEDES	T191	neop	Range exclusion
		NEG_PRECEDES	T043	celf	Range exclusion
		NEG_PRECEDES	T048	mobd	Range exclusion
		NEG_PRECEDES	T042	ortf	Range exclusion
		NEG_PRECEDES	T039	phsf	Range exclusion
		NEG_PRECEDES	T058	hlca	Range exclusion
		NEG_PRECEDES	T045	genf	Range exclusion
		NEG_PRECEDES	T049	comd	Range exclusion
		NEG_PRECEDES	T129	imft	Range exclusion
		NEG_PRECEDES	T109	orch	Range exclusion
		NEG_PRECEDES	T116	aapp	Range exclusion
		NEG_PRECEDES	T125	horm	Range exclusion
		NEG_PRECEDES	T121	phsu	Range exclusion
		NEG_PRECEDES	T050	emod	Range exclusion
		NEG_PRECEDES	T114	nnon	Range exclusion
		NEG_PRECEDES	T123	bacs	Range exclusion
		NEG_PRECEDES	T074	medd	Range exclusion
		NEG_PRECEDES	T195	antb	Range exclusion
		NEG_PRECEDES	T033	fndg	Range exclusion
		NEG_PRECEDES	T059	lbpr	Range exclusion
		NEG_PRECEDES	T081	qnco	Range exclusion
		NEG_PREDISPOSES	T047	dsyn	Range exclusion
		NEG_PREDISPOSES	T046	patf	Range exclusion
		NEG_PREDISPOSES	T191	neop	Range exclusion
		NEG_PREDISPOSES	T033	fndg	Range exclusion
		NEG_PREDISPOSES	T048	mobd	Range exclusion
		NEG_PREDISPOSES	T037	inpo	Range exclusion
		NEG_PREDISPOSES	T184	sosy	Range exclusion
		NEG_PREDISPOSES	T049	comd	Range exclusion
		NEG_PREDISPOSES	T042	ortf	Range exclusion
		NEG_PREDISPOSES	T020	acab	Range exclusion
		NEG_PREDISPOSES	T019	cgab	Range exclusion
		NEG_PREDISPOSES	T055	inbe	Range exclusion
		NEG_PREDISPOSES	T190	anab	Range exclusion
		NEG_PREDISPOSES	T043	celf	Range exclusion
		NEG_PREVENTS	T047	dsyn	Range exclusion
		NEG_PREVENTS	T046	patf	Range exclusion
		NEG_PREVENTS	T184	sosy	Range exclusion
		NEG_PREVENTS	T037	inpo	Range exclusion
		NEG_PREVENTS	T191	neop	Range exclusion
		NEG_PREVENTS	T049	comd	Range exclusion
		NEG_PREVENTS	T048	mobd	Range exclusion
		NEG_PREVENTS	T033	fndg	Range exclusion
		NEG_PREVENTS	T020	acab	Range exclusion
		NEG_PREVENTS	T005	virs	Range exclusion
		NEG_PREVENTS	T190	anab	Range exclusion
		NEG_PREVENTS	T019	cgab	Range exclusion
		NEG_PREVENTS	T050	emod	Range exclusion
		NEG_PROCESS_OF	T016	humn	Range exclusion
		NEG_PROCESS_OF	T015	mamm	Range exclusion
		NEG_PROCESS_OF	T008	anim	Range exclusion
		NEG_PROCESS_OF	T025	cell	Range exclusion
		NEG_PROCESS_OF	T028	gngm	Range exclusion
		NEG_PROCESS_OF	T007	bact	Range exclusion
		NEG_PROCESS_OF	T098	popg	Range exclusion
		NEG_PROCESS_OF	T100	aggp	Range exclusion
		NEG_PROCESS_OF	T012	bird	Range exclusion
		NEG_PROCESS_OF	T096	grup	Range exclusion
		NEG_PROCESS_OF	T023	bpoc	Range exclusion
		NEG_PROCESS_OF	T024	tisu	Range exclusion
		NEG_PROCESS_OF	T101	podg	Range exclusion
		NEG_PROCESS_OF	T191	neop	Range exclusion
		NEG_PROCESS_OF	T013	fish	Range exclusion
		NEG_PROCESS_OF	T002	plnt	Range exclusion
		NEG_PROCESS_OF	T050	emod	Range exclusion
		NEG_PROCESS_OF	T204	euka	Range exclusion
		NEG_PROCESS_OF	T097	prog	Range exclusion
		NEG_PROCESS_OF	T099	famg	Range exclusion
		NEG_PROCESS_OF	T116	aapp	Range exclusion
		NEG_PROCESS_OF	T004	fngs	Range exclusion
		NEG_PROCESS_OF	T010	vtbt	Range exclusion
		NEG_PROCESS_OF	T014	rept	Range exclusion
		NEG_PROCESS_OF	T011	amph	Range exclusion
		NEG_PROCESS_OF	T170	inpr	Range exclusion
		NEG_PROCESS_OF	T005	virs	Range exclusion
		NEG_PROCESS_OF	not_found	invt	Range exclusion
		NEG_PROCESS_OF	T195	antb	Range exclusion
		NEG_PROCESS_OF	T123	bacs	Range exclusion
		NEG_PROCESS_OF	not_found	rich	Range exclusion
		NEG_PROCESS_OF	T121	phsu	Range exclusion
		NEG_PROCESS_OF	T078	idcn	Range exclusion
		NEG_PRODUCES	T116	aapp	Range exclusion
		NEG_PRODUCES	T123	bacs	Range exclusion
		NEG_PRODUCES	T129	imft	Range exclusion
		NEG_PRODUCES	T109	orch	Range exclusion
		NEG_PRODUCES	T125	horm	Range exclusion
		NEG_PRODUCES	T028	gngm	Range exclusion
		NEG_PRODUCES	T031	bdsu	Range exclusion
		NEG_PRODUCES	T126	enzy	Range exclusion
		NEG_PRODUCES	not_found	nsba	Range exclusion
		NEG_PRODUCES	T114	nnon	Range exclusion
		NEG_PRODUCES	T197	inch	Range exclusion
		NEG_PRODUCES	not_found	carb	Range exclusion
		NEG_PRODUCES	not_found	eico	Range exclusion
		NEG_PRODUCES	not_found	lipd	Range exclusion
		NEG_PRODUCES	T120	chvf	Range exclusion
		NEG_PRODUCES	T192	rcpt	Range exclusion
		NEG_PRODUCES	not_found	strd	Range exclusion
		NEG_PRODUCES	T131	hops	Range exclusion
		NEG_PRODUCES	T024	tisu	Range exclusion
		NEG_PRODUCES	T074	medd	Range exclusion
		NEG_PRODUCES	T121	phsu	Range exclusion
		NEG_PRODUCES	T026	celc	Range exclusion
		NEG_PRODUCES	T127	vita	Range exclusion
		NEG_PRODUCES	T099	famg	Range exclusion
		NEG_PRODUCES	T185	clas	Range exclusion
		NEG_PRODUCES	T100	aggp	Range exclusion
		NEG_PRODUCES	T195	antb	Range exclusion
		NEG_PRODUCES	T034	lbtr	Range exclusion
		NEG_PRODUCES	not_found	opco	Range exclusion
		NEG_PRODUCES	T075	resd	Range exclusion
		NEG_PRODUCES	T089	rnlw	Range exclusion
		NEG_PRODUCES	T196	elii	Range exclusion
		NEG_PRODUCES	T130	irda	Range exclusion
		NEG_PRODUCES	T200	clnd	Range exclusion
		NEG_PRODUCES	T104	chvs	Range exclusion
		NEG_same_as	T116	aapp	Range exclusion
		NEG_same_as	T028	gngm	Range exclusion
		NEG_same_as	T109	orch	Range exclusion
		NEG_same_as	T123	bacs	Range exclusion
		NEG_same_as	T061	topp	Range exclusion
		NEG_same_as	T121	phsu	Range exclusion
		NEG_same_as	T074	medd	Range exclusion
		NEG_same_as	T197	inch	Range exclusion
		NEG_same_as	T131	hops	Range exclusion
		NEG_same_as	T120	chvf	Range exclusion
		NEG_same_as	T104	chvs	Range exclusion
		NEG_same_as	T114	nnon	Range exclusion
		NEG_same_as	T195	antb	Range exclusion
		NEG_same_as	T192	rcpt	Range exclusion
		NEG_same_as	T196	elii	Range exclusion
		NEG_same_as	T129	imft	Range exclusion
		NEG_same_as	not_found	carb	Range exclusion
		NEG_same_as	not_found	lipd	Range exclusion
		NEG_same_as	T125	horm	Range exclusion
		NEG_same_as	T122	bodm	Range exclusion
		NEG_same_as	T130	irda	Range exclusion
		NEG_same_as	T126	enzy	Range exclusion
		NEG_same_as	not_found	nsba	Range exclusion
		NEG_same_as	T103	chem	Range exclusion
		NEG_same_as	T200	clnd	Range exclusion
		NEG_same_as	not_found	opco	Range exclusion
		NEG_same_as	not_found	strd	Range exclusion
		NEG_same_as	T062	resa	Range exclusion
		NEG_same_as	not_found	eico	Range exclusion
		NEG_same_as	T026	celc	Range exclusion
		NEG_same_as	T168	food	Range exclusion
		NEG_same_as	T056	dora	Range exclusion
		NEG_same_as	T087	amas	Range exclusion
		NEG_same_as	T023	bpoc	Range exclusion
		NEG_same_as	T060	diap	Range exclusion
		NEG_same_as	T086	nusq	Range exclusion
		NEG_same_as	T127	vita	Range exclusion
		NEG_same_as	T079	tmco	Range exclusion
		NEG_STIMULATES	T028	gngm	Range exclusion
		NEG_STIMULATES	T123	bacs	Range exclusion
		NEG_STIMULATES	T025	cell	Range exclusion
		NEG_STIMULATES	T044	moft	Range exclusion
		NEG_STIMULATES	T109	orch	Range exclusion
		NEG_STIMULATES	T116	aapp	Range exclusion
		NEG_STIMULATES	T040	orgf	Range exclusion
		NEG_STIMULATES	T121	phsu	Range exclusion
		NEG_STIMULATES	T125	horm	Range exclusion
		NEG_STIMULATES	not_found	nsba	Range exclusion
		NEG_STIMULATES	not_found	lipd	Range exclusion
		NEG_STIMULATES	T197	inch	Range exclusion
		NEG_STIMULATES	T131	hops	Range exclusion
		NEG_STIMULATES	T196	elii	Range exclusion
		NEG_STIMULATES	T126	enzy	Range exclusion
		NEG_STIMULATES	not_found	carb	Range exclusion
		NEG_STIMULATES	not_found	eico	Range exclusion
		NEG_STIMULATES	T195	antb	Range exclusion
		NEG_STIMULATES	T129	imft	Range exclusion
		NEG_STIMULATES	not_found	strd	Range exclusion
		NEG_STIMULATES	T086	nusq	Range exclusion
		NEG_STIMULATES	T192	rcpt	Range exclusion
		NEG_STIMULATES	T061	topp	Range exclusion
		NEG_STIMULATES	not_found	opco	Range exclusion
		NEG_STIMULATES	T114	nnon	Range exclusion
		NEG_STIMULATES	T130	irda	Range exclusion
		NEG_STIMULATES	T104	chvs	Range exclusion
		NEG_STIMULATES	T168	food	Range exclusion
		NEG_STIMULATES	T042	ortf	Range exclusion
		NEG_TREATS	T047	dsyn	Range exclusion
		NEG_TREATS	T101	podg	Range exclusion
		NEG_TREATS	T191	neop	Range exclusion
		NEG_TREATS	T007	bact	Range exclusion
		NEG_TREATS	T033	fndg	Range exclusion
		NEG_TREATS	T015	mamm	Range exclusion
		NEG_TREATS	T184	sosy	Range exclusion
		NEG_TREATS	T016	humn	Range exclusion
		NEG_TREATS	T046	patf	Range exclusion
		NEG_TREATS	T098	popg	Range exclusion
		NEG_TREATS	T100	aggp	Range exclusion
		NEG_TREATS	T048	mobd	Range exclusion
		NEG_TREATS	T037	inpo	Range exclusion
		NEG_TREATS	T005	virs	Range exclusion
		NEG_TREATS	T032	orga	Range exclusion
		NEG_TREATS	T049	comd	Range exclusion
		NEG_TREATS	T020	acab	Range exclusion
		NEG_TREATS	T190	anab	Range exclusion
		NEG_TREATS	T099	famg	Range exclusion
		NEG_TREATS	T019	cgab	Range exclusion
		NEG_TREATS	T096	grup	Range exclusion
		NEG_TREATS	T050	emod	Range exclusion
		NEG_TREATS	T097	prog	Range exclusion
		NEG_TREATS	T170	inpr	Range exclusion
		NEG_TREATS	T002	plnt	Range exclusion
		NEG_TREATS	T114	nnon	Range exclusion
		NEG_USES	T121	phsu	Range exclusion
		NEG_USES	T074	medd	Range exclusion
		NEG_USES	T116	aapp	Range exclusion
		NEG_USES	T061	topp	Range exclusion
		NEG_USES	T059	lbpr	Range exclusion
		NEG_USES	T060	diap	Range exclusion
		NEG_USES	T075	resd	Range exclusion
		NEG_USES	T196	elii	Range exclusion
		NEG_USES	T195	antb	Range exclusion
		NEG_USES	T130	irda	Range exclusion
		NEG_USES	T073	mnob	Range exclusion
		NEG_USES	T185	clas	Range exclusion
		NEG_USES	not_found	carb	Range exclusion
		NEG_USES	T109	orch	Range exclusion
		NEG_USES	T120	chvf	Range exclusion
		NEG_USES	T063	mbrt	Range exclusion
		NEG_USES	not_found	lipd	Range exclusion
		NEG_USES	T089	rnlw	Range exclusion
		NEG_USES	T168	food	Range exclusion
		NEG_USES	T200	clnd	Range exclusion
		NEG_USES	T123	bacs	Range exclusion
		NEG_USES	T028	gngm	Range exclusion
		NEG_USES	T131	hops	Range exclusion
		NEG_USES	T197	inch	Range exclusion
		NEG_USES	T170	inpr	Range exclusion
		NEG_USES	T125	horm	Range exclusion
		NEG_USES	T114	nnon	Range exclusion
		NEG_USES	T129	imft	Range exclusion
		NEG_USES	T203	drdd	Range exclusion
		NEG_USES	T126	enzy	Range exclusion
		NEG_USES	not_found	opco	Range exclusion
		NEG_USES	not_found	strd	Range exclusion
		NEG_USES	T093	hcro	Range exclusion
		NOM	T047	dsyn	Range exclusion
		OCCURS_IN	T101	podg	Range exclusion
		OCCURS_IN	T098	popg	Range exclusion
		OCCURS_IN	T100	aggp	Range exclusion
		OCCURS_IN	T096	grup	Range exclusion
		OCCURS_IN	T097	prog	Range exclusion
		OCCURS_IN	T099	famg	Range exclusion
		OCCURS_IN	T079	tmco	Range exclusion
		OCCURS_IN	T016	humn	Range exclusion
		OCCURS_IN	T191	neop	Range exclusion
		OCCURS_IN	T037	inpo	Range exclusion
		OCCURS_IN	T040	orgf	Range exclusion
		OCCURS_IN	T041	menp	Range exclusion
		OCCURS_IN	T002	plnt	Range exclusion
		OCCURS_IN	T170	inpr	Range exclusion
		OCCURS_IN	T005	virs	Range exclusion
		OCCURS_IN	not_found	invt	Range exclusion
		OCCURS_IN	T007	bact	Range exclusion
		OCCURS_IN	T004	fngs	Range exclusion
		OCCURS_IN	T012	bird	Range exclusion
		PART_OF	T016	humn	Range exclusion
		PART_OF	T023	bpoc	Range exclusion
		PART_OF	T015	mamm	Range exclusion
		PART_OF	T025	cell	Range exclusion
		PART_OF	T026	celc	Range exclusion
		PART_OF	T116	aapp	Range exclusion
		PART_OF	T024	tisu	Range exclusion
		PART_OF	T007	bact	Range exclusion
		PART_OF	T005	virs	Range exclusion
		PART_OF	T191	neop	Range exclusion
		PART_OF	T004	fngs	Range exclusion
		PART_OF	T013	fish	Range exclusion
		PART_OF	T029	blor	Range exclusion
		PART_OF	T008	anim	Range exclusion
		PART_OF	not_found	invt	Range exclusion
		PART_OF	T001	orgm	Range exclusion
		PART_OF	T011	amph	Range exclusion
		PART_OF	T018	emst	Range exclusion
		PART_OF	T204	euka	Range exclusion
		PART_OF	T010	vtbt	Range exclusion
		PART_OF	T002	plnt	Range exclusion
		PART_OF	T014	rept	Range exclusion
		PART_OF	T031	bdsu	Range exclusion
		PART_OF	T086	nusq	Range exclusion
		PART_OF	not_found	alga	Range exclusion
		PART_OF	T194	arch	Range exclusion
		PART_OF	T028	gngm	Range exclusion
		PART_OF	T100	aggp	Range exclusion
		PART_OF	T098	popg	Range exclusion
		PART_OF	T017	anst	Range exclusion
		PART_OF	T190	anab	Range exclusion
		PART_OF	not_found	rich	Range exclusion
		PART_OF	T021	ffas	Range exclusion
		PART_OF	T101	podg	Range exclusion
		PART_OF	T012	bird	Range exclusion
		PART_OF	T099	famg	Range exclusion
		PART_OF	T096	grup	Range exclusion
		PART_OF	T123	bacs	Range exclusion
		PART_OF	T097	prog	Range exclusion
		PART_OF	T121	phsu	Range exclusion
		PART_OF	T114	nnon	Range exclusion
		PART_OF	not_found	lipd	Range exclusion
		PART_OF	T129	imft	Range exclusion
		PART_OF	T170	inpr	Range exclusion
		PART_OF	not_found	carb	Range exclusion
		PART_OF	T195	antb	Range exclusion
		PART_OF	T125	horm	Range exclusion
		PART_OF	T109	orch	Range exclusion
		PART_OF	T126	enzy	Range exclusion
		PART_OF	T078	idcn	Range exclusion
		PART_OF	T047	dsyn	Range exclusion
